,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
279300,GCF_900140925.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=645,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/925/GCF_900140925.1_10702_1_55,Mycobacteroides_abscessus,ntm3020
279301,GCF_900140935.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=654,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/935/GCF_900140935.1_10702_1_60,Mycobacteroides_abscessus,ntm3021
279302,GCF_900140945.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=652,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/945/GCF_900140945.1_10702_1_59,Mycobacteroides_abscessus,ntm3022
279303,GCF_900140955.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=650,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/955/GCF_900140955.1_10702_1_58,Mycobacteroides_abscessus,ntm3023
279304,GCF_900140965.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=655,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/965/GCF_900140965.1_10702_1_61,Mycobacteroides_abscessus,ntm3024
279305,GCF_900140975.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=657,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/975/GCF_900140975.1_10702_1_62,Mycobacteroides_abscessus,ntm3025
279306,GCF_900140985.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=658,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/985/GCF_900140985.1_10702_1_63,Mycobacteroides_abscessus,ntm3026
279307,GCF_900140995.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=660,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/995/GCF_900140995.1_10702_1_64,Mycobacteroides_abscessus,ntm3027
279308,GCF_900141005.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=661,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/005/GCF_900141005.1_10702_1_65,Mycobacteroides_abscessus,ntm3028
279309,GCF_900141015.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=666,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/015/GCF_900141015.1_10702_1_67,Mycobacteroides_massiliense,ntm3029
279310,GCF_900141025.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=672,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/025/GCF_900141025.1_10702_1_69,Mycobacteroides_abscessus,ntm3030
279311,GCF_900141035.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=671,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/035/GCF_900141035.1_10702_1_68,Mycobacteroides_abscessus,ntm3031
279312,GCF_900141045.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=663,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/045/GCF_900141045.1_10702_1_66,Mycobacteroides_massiliense,ntm3032
279313,GCF_900141055.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=573,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/055/GCF_900141055.1_10702_1_7,Mycobacteroides_abscessus,ntm3033
279314,GCF_900141065.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=673,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/065/GCF_900141065.1_10702_1_70,Mycobacteroides_abscessus,ntm3034
279315,GCF_900141075.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=678,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/075/GCF_900141075.1_10702_1_72,Mycobacteroides_abscessus,ntm3035
279316,GCF_900141085.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=677,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/085/GCF_900141085.1_10702_1_71,Mycobacteroides_massiliense,ntm3036
279317,GCF_900141095.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=685,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/095/GCF_900141095.1_10702_1_76,Mycobacteroides_abscessus,ntm3037
279318,GCF_900141105.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=680,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/105/GCF_900141105.1_10702_1_73,Mycobacteroides_abscessus,ntm3038
279319,GCF_900141115.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=689,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/115/GCF_900141115.1_10702_1_77,Mycobacteroides_abscessus,ntm3039
279320,GCF_900141125.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=684,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/125/GCF_900141125.1_10702_1_75,Mycobacteroides_abscessus,ntm3040
279321,GCF_900141135.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=681,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/135/GCF_900141135.1_10702_1_74,Mycobacteroides_massiliense,ntm3041
279322,GCF_900141145.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=690,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/145/GCF_900141145.1_10702_1_78,Mycobacteroides_abscessus,ntm3042
279323,GCF_900141155.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=691,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/155/GCF_900141155.1_10702_1_79,Mycobacteroides_abscessus,ntm3043
279324,GCF_900141165.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=693,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/165/GCF_900141165.1_10702_1_80,Mycobacteroides_abscessus,ntm3044
279325,GCF_900141175.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=574,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/175/GCF_900141175.1_10702_1_8,Mycobacteroides_abscessus,ntm3045
279326,GCF_900141185.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=694,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/185/GCF_900141185.1_10702_1_81,Mycobacteroides_massiliense,ntm3046
279327,GCF_900141195.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=695,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/195/GCF_900141195.1_10702_1_82,Mycobacteroides_bolletii,ntm3047
279328,GCF_900141205.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=696,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/205/GCF_900141205.1_10702_1_83,Mycobacteroides_abscessus,ntm3048
279329,GCF_900141215.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=700,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/215/GCF_900141215.1_10702_1_85,Mycobacteroides_abscessus,ntm3049
279330,GCF_900141225.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=705,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/225/GCF_900141225.1_10702_1_89,Mycobacteroides_massiliense,ntm3050
279331,GCF_900141235.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=702,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/235/GCF_900141235.1_10702_1_87,Mycobacteroides_abscessus,ntm3051
279332,GCF_900141245.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=704,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/245/GCF_900141245.1_10702_1_88,Mycobacteroides_massiliense,ntm3052
279333,GCF_900141255.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=698,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/255/GCF_900141255.1_10702_1_84,Mycobacteroides_abscessus,ntm3053
279334,GCF_900141265.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=701,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/265/GCF_900141265.1_10702_1_86,Mycobacteroides_abscessus,ntm3054
279335,GCF_900141275.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=707,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/275/GCF_900141275.1_10702_1_90,Mycobacteroides_massiliense,ntm3055
279336,GCF_900141285.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=576,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/285/GCF_900141285.1_10702_1_9,Mycobacteroides_abscessus,ntm3056
279337,GCF_900141295.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=713,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/295/GCF_900141295.1_10702_1_94,Mycobacteroides_abscessus,ntm3057
279338,GCF_900141305.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=708,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/305/GCF_900141305.1_10702_1_91,Mycobacteroides_abscessus,ntm3058
279339,GCF_900141315.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=724,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/315/GCF_900141315.1_10702_1_96,Mycobacteroides_abscessus,ntm3059
279340,GCF_900141325.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=711,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/325/GCF_900141325.1_10702_1_92,Mycobacteroides_abscessus,ntm3060
279341,GCF_900141335.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=712,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/335/GCF_900141335.1_10702_1_93,Mycobacteroides_abscessus,ntm3061
279342,GCF_900141345.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=717,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/345/GCF_900141345.1_10702_1_95,Mycobacteroides_abscessus,ntm3062
279343,GCF_900141355.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=787,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/355/GCF_900141355.1_11861_7_52,Mycobacteroides_massiliense,ntm3063
279344,GCF_900141365.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=894,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/365/GCF_900141365.1_11861_8_26,Mycobacteroides_abscessus,ntm3064
279345,GCF_900141375.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=897,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/375/GCF_900141375.1_11861_8_27,Mycobacteroides_abscessus,ntm3065
279346,GCF_900141385.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=892,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/385/GCF_900141385.1_11893_6_51,Mycobacteroides_abscessus,ntm3066
279347,GCF_900141395.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=898,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/395/GCF_900141395.1_11893_6_55,Mycobacteroides_abscessus,ntm3067
279348,GCF_900141405.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=900,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/405/GCF_900141405.1_11893_6_57,Mycobacteroides_abscessus,ntm3068
279349,GCF_900141415.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=893,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/415/GCF_900141415.1_11893_6_52,Mycobacteroides_bolletii,ntm3069
279350,GCF_900141425.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=899,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/425/GCF_900141425.1_11893_6_56,Mycobacteroides_massiliense,ntm3070
279351,GCF_900141435.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=896,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/435/GCF_900141435.1_11893_6_54,Mycobacteroides_abscessus,ntm3071
279352,GCF_900141445.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=895,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/445/GCF_900141445.1_11893_6_53,Mycobacteroides_abscessus,ntm3072
279353,GCF_900141455.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=901,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/455/GCF_900141455.1_11893_6_58,Mycobacteroides_abscessus,ntm3073
279354,GCF_900141465.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1163,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/465/GCF_900141465.1_12045_8_41,Mycobacteroides_abscessus,ntm3074
279355,GCF_900141475.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=1164,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/475/GCF_900141475.1_12045_8_42,Mycobacteroides_massiliense,ntm3075
279356,GCF_900141485.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1101,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/485/GCF_900141485.1_12045_8_45,Mycobacteroides_abscessus,ntm3076
279357,GCF_900141495.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1104,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/495/GCF_900141495.1_12045_8_46,Mycobacteroides_abscessus,ntm3077
279358,GCF_900141505.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=1167,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/505/GCF_900141505.1_12078_1_64,Mycobacteroides_massiliense,ntm3078
279359,GCF_900141515.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=1166,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/515/GCF_900141515.1_12078_1_63,Mycobacteroides_massiliense,ntm3079
279360,GCF_900141525.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1136,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/525/GCF_900141525.1_12082_5_83,Mycobacteroides_abscessus,ntm3080
279361,GCF_900141535.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1099,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/535/GCF_900141535.1_12163_2_68,Mycobacteroides_abscessus,ntm3081
279362,GCF_900141545.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1100,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/545/GCF_900141545.1_12082_5_73,Mycobacteroides_abscessus,ntm3082
279363,GCF_900141555.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1106,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/555/GCF_900141555.1_12082_5_74,Mycobacteroides_abscessus,ntm3083
279364,GCF_900141565.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1098,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/565/GCF_900141565.1_12163_2_67,Mycobacteroides_abscessus,ntm3084
279365,GCF_900141575.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1102,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/575/GCF_900141575.1_12163_2_69,Mycobacteroides_abscessus,ntm3085
279366,GCF_900141585.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1103,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/585/GCF_900141585.1_12163_2_70,Mycobacteroides_abscessus,ntm3086
279367,GCF_900141595.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1162,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/595/GCF_900141595.1_12082_5_96,Mycobacteroides_abscessus,ntm3087
279368,GCF_900141605.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=1107,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/605/GCF_900141605.1_12163_2_72,Mycobacteroides_bolletii,ntm3088
279369,GCF_900141615.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1105,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/615/GCF_900141615.1_12163_2_71,Mycobacteroides_abscessus,ntm3089
279371,GCF_900141645.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1138,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/645/GCF_900141645.1_12163_2_94,Mycobacteroides_abscessus,ntm3090
279373,GCF_900141675.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1139,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/675/GCF_900141675.1_12163_2_95,Mycobacteroides_abscessus,ntm3091
279374,GCF_900141685.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1134,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/685/GCF_900141685.1_12163_2_91,Mycobacteroides_abscessus,ntm3092
279375,GCF_900141695.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=1137,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/695/GCF_900141695.1_12163_2_93,Mycobacteroides_abscessus,ntm3093
280233,GCF_900157365.1,1841861,1841861,Mycobacterium numidiamassiliense,strain=AB215,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/365/GCF_900157365.1_PRJEB19151,Mycobacterium_numidiamassiliense,ntm3094
280234,GCF_900157375.1,1841860,1841860,Mycobacterium rhizamassiliense,strain=AB57,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/375/GCF_900157375.1_PRJEB19165,Mycobacterium_rhizamassiliense,ntm3095
280235,GCF_900157385.1,1841859,1841859,Mycobacterium terramassiliense,strain=AB308,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/385/GCF_900157385.1_PRJEB19184,Mycobacterium_terramassiliense,ntm3096
280555,GCF_900161855.1,339268,339268,Mycobacterium colombiense,strain=CSURP297,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/855/GCF_900161855.1_PRJEB19244,Mycobacterium_colombiense,ntm3097
280955,GCF_900166915.1,146017,146017,Mycolicibacterium boenickei,strain=CIP107829,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/166/915/GCF_900166915.1_PRJEB19486,Mycolicibacterium_boenickei,ntm3098
281074,GCF_900169205.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=3275STDY5961976,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/205/GCF_900169205.1_16933_5_1,Mycobacteroides_massiliense,ntm3099
281586,GCF_900176255.2,1964395,1964395,Mycobacterium ahvazicum,strain=AFP003,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/255/GCF_900176255.2_PRJEB20293,Mycobacterium_ahvazicum,ntm3100
282240,GCF_900187065.1,1797,1797,Mycolicibacterium thermoresistibile,strain=NCTC10409,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/065/GCF_900187065.1_50465_H02,Mycolicibacterium_thermoresistibile,ntm3101
282247,GCF_900187145.1,1788,1788,Mycolicibacter terrae,strain=NCTC10856,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/145/GCF_900187145.1_50818_H01,Mycolicibacter_terrae,ntm3102
283932,GCF_900232515.1,627089,627089,Mycobacterium simulans,strain=FB-527,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/232/515/GCF_900232515.1_PRJEB22948,Mycobacterium_simulans,ntm3103
283939,GCF_900232995.1,627089,627089,Mycobacterium simulans,strain=FI-09026,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/232/995/GCF_900232995.1_PRJEB22891,Mycobacterium_simulans,ntm3104
284019,GCF_900236745.1,431269,431269,Mycolicibacterium setense,strain=CSUR47,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/745/GCF_900236745.1_PRJEB23414,Mycolicibacterium_setense,ntm3105
284586,GCF_900292015.1,2094119,2094119,Mycobacterium basiliense,,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/292/015/GCF_900292015.1_MB901379,Mycobacterium_basiliense,ntm3106
285002,GCF_900417275.1,29313,29313,Mycobacterium shimoidei,strain=P7336,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/417/275/GCF_900417275.1_PRJEB26812,Mycobacterium_shimoidei,ntm3107
285003,GCF_900417285.1,39692,39692,Mycolicibacterium parafortuitum,strain=P7335,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/417/285/GCF_900417285.1_PRJEB26917,Mycolicibacterium_parafortuitum,ntm3108
285523,GCF_900453085.1,1799,1799,Mycolicibacterium aichiense,strain=NCTC10820,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/085/GCF_900453085.1_49677_D01,Mycolicibacterium_aichiense,ntm3109
285535,GCF_900453225.1,36809,36809,Mycobacteroides abscessus,strain=NCTC13031,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/225/GCF_900453225.1_46941_C01,Mycobacteroides_abscessus,ntm3110
285545,GCF_900453325.1,36809,36809,Mycobacteroides abscessus,strain=NCTC10882,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/325/GCF_900453325.1_55312_F01,Mycobacteroides_abscessus,ntm3111
285548,GCF_900453365.1,39695,39695,Mycolicibacterium tokaiense,strain=NCTC10821,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/365/GCF_900453365.1_52601_E01,Mycolicibacterium_tokaiense,ntm3112
285550,GCF_900453395.1,1789,1789,Mycobacterium xenopi,strain=NCTC10042,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/395/GCF_900453395.1_53750_B01,Mycobacterium_xenopi,ntm3113
285552,GCF_900453455.1,1800,1800,Mycolicibacterium chubuense,strain=NCTC10819,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/455/GCF_900453455.1_52223_C01,Mycolicibacterium_chubuense,ntm3114
